ACTI	AC	MBEP	CR	IC	IS	MBEA	EXTRA	SATLD	JOBSAT	GOAL	RETENT	QUIT	ACS	ALT.W	ALT.NW	ALT.P
1.98	3.38	1.71	2.56	2.89	3	3	1.67	3.5	4	4.5	3.25	1	2.25	4.75	3.25	4.5
2.09	3.88	1.71	2.11	3.11	3.1	3.14	1	2	5	4.33	3.75	1	2.5	5	4.75	4.5
3.47	4.63	1.43	3.56	4.78	4.9	2.86	4	4	4	4	4	1	3	4.75	4.75	4.5
2.16	3.5	2.29	2.56	3.22	3.3	3.86	2	3	5	4.67	4.5	1	3.75	5	5	4.75
3.24	4.63	2.29	4	4.22	4.1	3.14	2.33	4	5	4.83	4.75	1	5	5	5	4.75
2.17	3.5	2	2.44	3.22	3.5	3.29	2.67	3	4	4.17	4	1	4	4.25	4	4
1.97	3.5	2.43	2.44	3.11	2.8	3.14	2	2.5	4	4	4	1.33	2.5	4.5	4	3.75
2.13	3.75	2.71	2.56	2.44	3.7	3.86	3	3.5	4	3.67	3	1	2.25	5	4	4
2.4	4.38	1.43	1.78	3.78	3.6	4.14	1.67	4	5	4.33	4	1	2.25	4.75	4.5	4.5
2.8	4.13	1.43	3.89	3.78	3.4	3.57	2.33	4	5	4.67	2.75	1	2	4.25	4	4.25
2.3	3.75	1.71	2.22	3.44	3.7	3.43	2.33	3.5	4	4.5	2.25	1	1	4.75	4	4.75
1.94	3.13	2	2.11	3.56	3	2.57	1.67	3	4	4	4	1	3	5	4.25	5
2.46	3.75	2.29	2.78	3.67	3.6	3.43	2.33	2.5	4	4	3.25	1	1	4.25	3	4
1.35	3.38	2.71	1.78	2.11	2.2	2.57	0	2	4	4	3.5	1.33	1	5	4.25	4.25
2.63	3.63	1.14	2.78	4	4.1	2.43	2	3	4	4	3.5	1	2.25	5	4.75	3.75
2.49	3.75	1.57	2.56	4.33	3.3	3.29	3	3	4	4	3	1.17	2	3	3	4
2.86	4.75	2.29	2.89	4.22	3.6	3.57	2.67	4	5	4.33	4.5	1	3.5	5	4	5
2.97	4.25	2.14	3.22	4.33	4	2.43	2.67	4	5	3.83	3.5	1	3.5	5	4.5	4.5
3.04	4.38	1.57	2.67	4.67	4.4	3.57	2.67	4	5	4.83	4	1	3.5	5	5	4.75
1.73	3.63	1.43	1.67	2.78	2.7	2.86	2.33	4	5	3.67	3.5	2	2.75	3.75	3.25	4.5
2.22	3.63	1.71	2.33	3.33	3.5	2.86	2.33	3	4	4.17	3.25	1.33	2	4.5	5	#NUL!
2.24	3.25	2.57	2.33	4.22	3.2	4.29	2.67	3	5	4.33	3.25	1	3.5	3.75	4	4.75
2.08	2.75	2.43	3.11	3.33	3	3.57	2	3	5	4	3	1	1.75	5	5	4.75
2.83	3.88	2.29	3.67	4	3.7	3.43	3.67	3.5	5	4.5	4	1	3.5	4.5	4.25	4.25
1.75	3	3	2	2.89	3	3.57	1.67	1	1	2	1.75	4	1.25	4.25	3.25	3.25
3.22	5	1.71	4.11	3.89	3.9	3.14	2.33	4	4	3.67	3.5	1.33	3	4.75	2.5	4.25
2.81	4.25	1.71	3.78	3.56	3.6	3.43	3	4	5	4.83	4.5	1	4	5	4.75	4.75
1.84	3.5	3.14	2.67	2.89	2.3	3.71	1	1.5	4	3.4	2	1	2.25	3.25	3.25	3.75
1.23	2.5	2.43	1.67	2.11	2.6	1.86	1.33	2	4	2.17	1.25	4.33	2.25	4.5	3.5	3.5
2.28	4.5	2	2.33	3	3.3	2.71	2.67	3.5	1	1.17	2.25	2.33	3	4.75	2.75	3.5
2.66	4.75	1.43	2.78	3.89	3.2	3	2.67	3.5	4	3.5	4	1.5	1	4	3.25	5
2.78	3.5	1.86	2.89	4.56	4.1	3.57	3.33	3	4	2.33	1.75	1	2	4.25	3.5	4
1.78	2.88	2	1.78	3.22	3.2	2.71	1.33	2	4	3.33	3.25	1.83	1.5	4.5	4	5
2.72	4	1.57	3.56	3.67	3.6	3.43	2.67	3.5	5	3.5	3.5	1	3.5	3.75	3	4
2.13	4.5	1.43	2.33	2.78	2.8	2	2.33	4	4	4	3	1	3.5	3.75	3.75	3.67
3.02	4.88	1.43	2.89	4.22	4.1	2.71	4	4	5	4.67	3.25	1.83	1	4.5	4.25	4.75
2.32	3.88	1.71	2.11	3.78	3.4	3.43	2.67	3	4	3.33	2.25	1	1	3.5	3.25	4.75
2.07	3	2.71	2.56	3	3.7	3.71	2.33	1	4	2.5	3.25	1	2.25	4	4.25	3.75
2.36	3.75	2.57	2.78	4	2.8	3.71	3	3.5	4	3.83	2.75	1.5	2	4.75	3.75	4.25
2.23	3.38	2.29	2.89	3.33	3.3	3.86	2.33	3.5	4	3.67	1.25	1.17	2.75	4.25	3.75	4
3.06	4.25	2	3.33	4.22	4.4	4.29	3	4	4	3.33	3	1	2	3.75	3	3.5
1.97	3.75	2.86	2.11	3.11	2.9	3.57	1.67	2	4	3.17	1.5	#NUL!	1.75	4.5	4.25	4
2.11	2.88	2.57	2.67	3	3.8	3	2.67	1.5	4	3.83	3.75	1	2.5	4	3.5	3.75
3.38	4.63	1.43	3.33	4.56	5	2.86	4	3.5	4	4.17	3.25	3.67	1.5	3.25	3	3.25
2.53	3.88	1.86	2.78	3.89	3.6	2.86	2.33	3	5	3.17	3	1	2.5	4.25	4	3.25
2.72	4.38	3.29	2.78	4.33	3.5	4.14	3.33	4	4	3.83	4	1.5	2.5	5	5	5
3.13	4.63	1.29	3.89	4.56	3.5	3	3.67	4	4	4	3	1	2	4.5	4	4.25
2.84	4.5	1.14	2.89	4.11	3.8	3.14	3	4	5	4	3.25	1	2.75	5	4	4.5
1.37	3	3.71	2.22	2.22	2	3.43	1	1.5	5	2.67	3	2.33	1.5	4.5	4	5
2.13	4	2.29	2.78	3.11	2.6	3	2	3	5	3.83	2.75	1	1.75	3.75	4	3.75
3.15	4.13	2.43	4.22	4	4.2	4.29	3	4	4	4.33	5	1	4	4	4	4
1.35	3.25	2.86	1.56	2.33	2.3	3.14	1	1.5	4	2.5	2.75	1.17	1.5	3.25	3	4.5
1.01	2.38	3.29	1.89	2.11	1.6	2.29	0.33	1	5	4.83	4.25	1	4.25	4.75	4.75	5
2.31	3.88	3	2	3.67	3.6	4	3.33	4	5	3.67	3.5	1	3	4.75	4.25	5
3.61	4.63	3.29	4.22	4.89	4.7	5	3.67	3.5	5	5	5	1	4.25	5	5	4.5
1.47	3.25	2.43	1.89	2.78	2	3.57	2	3.5	4	3.33	3	4	1.25	4.25	4.5	4.25
2.96	4	1.71	3.78	4.22	3.8	4.43	3.33	4	5	4.83	3.5	1	2.75	5	5	#NUL!
2.71	4.38	2	3.22	4.11	3.1	2.86	2.67	3	4	3.6	3.5	2	3.5	3.75	3.25	3.5
2.94	4.63	1.71	2.78	4	4.3	3.14	2	4	4	4.33	4.75	1	4	5	4.75	5
2.92	4.63	1.71	2.78	4	4.2	3.14	2	4	4	4.33	4.75	1.17	4	5	4.75	5
2.47	4.75	1.29	2.78	2.89	3.3	3.29	0.67	4	4	3.33	4.75	1	2.5	4.75	3	5
1.44	2.5	3.14	2.44	2.33	2.4	2.57	1.33	2	4	4	3.75	1	3	5	5	4.5
1.83	3.38	2.86	2	3.11	2.8	2.86	2	2	4	4.17	3.25	1.17	2	4	4	4.25
3.07	4.88	1.29	2.67	4.78	4	4.71	4	4	4	3.83	4.25	1	3.75	3.75	4	4
2.44	3.38	1.57	1.44	4.33	4.6	2.43	1.67	3	5	2.4	3	1	3	4.5	4.75	4.25
3.03	4	1.29	3.78	4.11	4.2	2.71	2.67	3.5	4	4	3.25	2.83	2	5	4.5	4
2.21	3.25	2.29	2.22	3.44	3.9	3.43	1.33	3	5	3.67	3	1	1.75	3.75	2	3.25
2.14	3.38	1.43	1.56	3.67	3.9	2.14	2.33	4	4	2.83	3	1.67	1.5	3.75	2.25	3.5
0.52	1.63	3.29	1.22	1.22	1.9	3	0	0	3	3.17	2.75	1	1	2.5	4.5	4.5
2.19	3.5	2.57	2.67	3.67	2.9	2.14	2	1.5	5	3.83	3.67	1	1.25	5	3	4.25
1.83	3.25	2.71	1.67	2.11	4.2	2.71	0.67	1.5	4	3.33	2	1.67	4	5	4	5
2.28	3.38	3.14	2.22	3.33	4	3.43	1.33	3.5	5	3.67	3.25	1.17	1.75	4.5	2	4.5
2.64	4	1.43	2.33	3.67	4.5	2.71	2.67	3.5	5	4	3	1	5	5	4.25	5
2.69	4.25	1	2.11	4.11	4.3	2.71	0.67	4	5	4.33	5	1	4.5	5	5	5
2.17	3.75	2.57	2	3.44	3.5	2.71	1.67	2	3	2.83	2.5	2.17	2	3.5	2.25	3.5
1.47	2.63	2.71	1.11	2.33	3.7	3	0.33	1.5	5	3.33	2.5	2	1.5	4.75	3.5	5
0.36	1.25	5	1.11	1	2	1.14	0	0	4	3	3.5	1	1	5	5	4.75
2.6	3.63	2	3.11	3.78	3.9	2	2.33	4	5	3.67	3.5	1.17	2	3.75	3.5	3
1.33	3	2.29	1.33	2.33	2.6	2.14	0	1.5	2	3.17	1.75	1	1	4	4	5
2.5	4.25	1.86	2.89	3.22	3.6	3.14	1	3.5	4	3.83	3.5	1	5	3.75	3.5	4.75
1.18	3.38	3.14	1.78	1.44	2.2	2.71	0	2	4	3.33	2.5	1.67	3.75	4.5	4	5
1.86	3.5	1.43	2.22	2.89	2.9	3.71	1.67	3	4	4.83	4	1.17	1	5	5	4.5
2.55	3.63	1.29	2.22	4.22	4	2.29	1.67	4	5	3.83	4.5	1.33	3.5	5	4.5	4.5
2.56	4.13	1.57	2.56	3.78	3.7	3.57	2.67	4	4	4.4	3.25	1	3	4	3.25	4
1.28	2.63	1.57	1.67	2.22	2.5	2.14	1	3	4	3.67	3	1	4	4.25	3.75	4.5
3.16	4.5	2.43	3.33	4.22	4.5	2.29	2.67	3.5	5	3.67	3.5	1	3.25	4.75	3.25	4
1.72	3	2.86	2.44	2.89	2.4	2.86	1.33	1	5	3	3.33	1	4	4.5	3	4
3.17	4.5	2.57	3.56	4.56	4	2.57	1.67	2.5	5	2.83	2.5	1.17	4	3.75	4.5	4
0.96	3	2.86	1.22	1.56	2	2.71	0	1	2	2	3	1.17	1.5	4.5	3	3.75
2.46	3.38	2	3.44	4	3	3.71	2.33	4	5	3.83	5	1.17	2.75	4.75	4.5	4
1.94	3.25	2.29	2.22	2.89	3.3	2.43	1.67	2.5	4	3.83	4	1	3.5	4.25	3.25	3.75
1.72	3.5	2.43	1.56	2.78	3	2.43	2.33	2	5	2.67	3.67	1.17	3.5	4.25	4	4
1.43	2.63	3.86	1.56	2	3.5	3.29	1	1	4	2	3	3.5	2.5	4.5	4	5
2.16	3.63	2	2.56	3.44	3.1	3	1.67	3	5	4.33	3.75	1	3.5	4.25	4.25	5
2.08	3.63	1.57	2	3.11	3.5	3	2	3	4	4.5	4	1.17	2	5	4	4.67
1.51	2.75	2.14	2.33	2.67	2.3	2.29	1.33	3	5	4.33	3.5	1	3	4.25	4	4.75
2.68	3.88	1.43	2.44	4.11	4.2	2.57	3.33	3.5	4	2.67	3	1	1.75	3.5	3	4.25
1.9	2.5	3.86	2.44	3.67	3	4.14	2	2	4	2.67	1.75	1	2.5	5	4.5	4.5
3.28	4.38	1.86	4.22	4.56	4	2.86	2.67	4	4	3.83	3.25	1	4	4.5	4.75	4.5
1.82	3.38	4.14	2.22	2.67	3	3.57	2	2	5	3.33	3.5	1	3.5	3.75	3.75	3.75
2.01	2.5	3.86	2.56	3.78	3.2	4.14	2.67	1.5	4	2.33	2.25	1	2.75	4.75	4.5	4.5
3.03	5	1.29	1.89	4.56	4.7	2.43	4	4	5	4.33	3.5	1	3.75	4.75	4.25	4.25
3.03	5	1.29	1.89	4.67	4.6	2.43	4	3.5	5	4.17	3.75	1	3.75	5	4.5	4.25
2.31	4	1.71	2.44	2.78	4	3.14	2	3	4	4	3.5	1.33	2.75	4	3.25	4.75
1.78	3.25	1.29	1.78	2.78	3.2	2	0.33	3.5	4	3.67	1.5	1.67	2.25	4	3.5	3.25
2.77	3.63	2.29	3.89	4.11	3.6	2.86	2.33	3.5	5	4.17	2.75	1	5	4	4.5	4.5
2.22	3.13	3	2.67	3.44	3.6	3	2	3	4	3.67	3.75	1.33	3	4	3.75	4.75
2.77	4	1.71	3.44	3.56	4	2.57	3.33	3.5	4	4	4	1	2	4	3.5	4.25
1.24	2.88	3.14	1.33	1.89	2.8	3.57	0	1.5	5	3.17	4	1.17	3	4	4	4.75
1.46	2	3.43	2.22	3	2.5	3.86	2.33	1	4	4.67	4.5	1	3.25	4.75	4.25	4.25
1.42	3	2.71	1.89	2.11	2.7	3.71	1.67	1	2	3.83	2.75	1	3	4	4	4
3.54	4.38	2.14	4.56	4.56	4.6	3.57	3	3.5	4	3.83	3	1.67	2	4	4.5	4.5
2.08	3.5	2.14	2.67	3	3.2	2.57	2	3	4	3.17	3	1	4	3.75	4	3.75
2.41	4.38	2.14	2.11	3.78	3.4	2.71	3	4	5	4.2	3.5	1	4.25	4.5	4.5	4.75
0.8	1.5	2.43	1.33	2.11	2.2	4.29	0.33	0	2	3.67	2.75	1.67	2.25	4	3.75	4
2.78	3.88	2.14	3.33	4	3.8	2.57	3	3.5	5	4	3	1	2.25	4.5	3.5	4.75
1.69	2.5	4.29	2.22	2.89	3	3	1.33	2	4	3.67	3.25	1.67	3.75	4.75	4	4.75
1.44	2.38	3.14	1.56	2.67	3.1	3.86	2.33	1.5	4	2.67	2.5	1	3	5	5	4.5
2.05	3.25	2.43	2.44	3.22	3.2	2.29	1.33	2.5	5	2.67	1.25	1.17	2.75	3.5	3.25	4
2.46	3	2.14	2.44	3.78	4.5	3	3	2.5	5	4	3.75	1	3.25	4.5	4.5	4.25
2.52	4.25	2.43	2	3.89	3.9	2.57	3	4	4	4	1.75	1	3.25	4.25	3.75	4.25
2.69	4.13	1.57	2.78	3.33	4.5	3.57	2.67	3.5	4	4.17	3.5	1	4.25	5	4	4.75
2.33	4.13	1.29	1.78	3.22	4.1	2.14	2	3	4	4.33	3.25	1	1.25	4.5	3	4.5
3.1	4.5	1.29	2.78	4.44	4.6	2	3.67	4	4	3.33	3	1.17	1.75	4	2.75	2.75
2.66	4.25	1.29	2.33	4	4	2.86	3.67	4	5	4.33	5	1	2.25	4.75	3	4.5
2.55	4.13	1.29	2.33	3.78	3.9	3	3	3.5	5	4	4	1	2.25	4	2.75	4.25
2.17	4.38	1.57	2.22	2.67	3.5	2.57	2	3	5	3.67	3.5	1	1.5	3.75	4.75	5
2	2.63	2.57	3	2.56	3.7	4.43	1.67	2	4	3.5	3.5	1	2.5	4.25	3.25	4.25
1.56	2.63	2	1.78	3.22	2.6	3.43	1.67	0.5	4	3.83	2.75	1.17	1.5	4.75	3.75	4
2.68	4.13	1.29	3.11	3.67	3.7	2.57	2.67	4	4	3.33	3	1.33	1.5	4	3.75	3.5
2.97	4.38	2	2.89	4.44	4.1	3.57	3.67	4	4	3.67	3	1.17	3.25	5	5	4.75
2.26	3.88	1.29	1.89	3.67	3.6	2.43	2	4	5	4	2.75	1	3	4	4	3.75
1.76	4	4	1.78	2.78	2.4	2.86	0	1	5	3.33	1.5	1	1	4	4.75	3
2.03	4.13	1.86	2.56	2.78	2.7	2.71	3	3	4	3.5	2.25	2.83	2	3	2	3.5
1.28	2.88	2.14	1.33	2.44	2.5	1.71	0.33	2	5	4	3	1	3	4.25	3.75	4.25
2.26	3.63	2.43	2.89	3.33	3.2	2.57	1.67	3	4	3.83	2.75	1	3	4	4	3.5
2.81	4.38	1.86	1.89	4.44	4.5	2.29	3.67	4	4	3.33	4	1.33	3.25	4	4.25	4.25
1.88	2.88	4.14	2.67	2.78	3.1	3.14	1.33	2	4	2	3.25	1	3.5	4.75	4.25	3.75
1.84	3.38	3.57	2.44	3.44	2.2	2.71	1.67	0.5	5	4.17	2.75	1.33	5	5	3.25	5
2.47	3.88	2.86	2.67	3.67	3.7	2.43	2.33	3.5	4	3.67	3	1.33	3	3.5	3.5	3.25
2.13	3.5	1.86	1.67	3.22	4.1	2.43	2.33	3	4	3.5	2.25	1	1.75	3.25	2	2.75
1.81	3	3.86	2.56	2.78	3	2.14	1	0	1	3.33	1.75	1.33	2.5	3	3.25	3
2.49	3.88	2.29	1.89	4	4.2	3.14	2.33	3.5	5	4.5	4.25	1	3.75	4.5	2.5	4.25
2.83	4	1.43	2.78	4.22	4.2	3.43	3	3	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.93	2.13	4.14	1.78	1.89	1.9	3.14	0	0	5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.7	4.13	2.14	3.33	3.78	3.5	3.14	2.33	3	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.26	2.5	3.57	1.89	2.56	2.1	2.14	1	1	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.28	3.5	2.29	2.56	3.67	3.4	3.14	2.33	3	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.94	3.13	2.14	2.56	2.67	3.4	3.14	1.67	2	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.24	4.38	1.86	3.56	4.56	4.4	3.43	2.67	3	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.48	3.38	2.43	3	4	3.5	3	2	3	5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.99	1.75	3.86	1.89	2	2.3	3.86	0.67	0	1	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.13	2	3.86	1.67	2.67	2.1	3.14	1.33	1	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.42	2.13	2.71	2.44	2.67	2.4	2.86	1.67	0	2	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.09	3.5	2.14	2.33	3.22	3.3	2.14	2	3	5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.28	1.88	2.71	1.89	2.44	2.9	3	0	0.5	2	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.39	3.5	2.14	2.67	3.67	3.7	2.14	1.33	3.5	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.8	2.63	4.29	2.44	3.11	3	2.43	1	1	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.49	3.88	2	2.33	3.89	3.8	2.14	3	4	5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.22	2.63	3.29	1.67	2.44	2.1	3	1	1.5	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.05	3.13	2.29	2.56	3	3.5	3.43	2.67	3	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.74	2.25	4.14	1.67	1.44	1.6	2	0	0	1	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.33	2.5	2.57	3	3.56	4.2	2.29	2.33	1	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.16	4.38	1.71	3.67	4.22	4.3	3.43	2.33	3	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.94	3.13	3.86	2.89	3	2.8	4.29	2.33	2	5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.42	2.63	3	3.11	3.78	4.1	3.43	2	1	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.33	2	3	1.89	2.33	3.1	2.86	1.33	1	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.65	2.38	3.43	1.11	1.89	1.2	2.14	0	0.5	5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.26	3	2.86	1.89	2.11	2	3	0.67	2	5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.72	3.75	4.57	1.78	3.33	2	3.57	1	0	5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.58	3.75	2.43	3	4.33	3.2	3.43	2.67	3	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.21	2.13	3.86	2	2.44	2.2	2.43	1	0.5	2	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.95	2.5	3.71	1.44	1.89	2	3	0	0.5	1	2	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.63	4	2.57	2.89	4.11	3.5	2.57	2.33	2	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.81	3.25	2.86	2.11	3.11	2.7	1.86	2.67	2	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.67	2.5	3.43	2.56	2.78	2.8	3.57	2	1	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.5	2.63	3.43	2.11	2.67	2.5	3.43	0.33	1.5	5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.27	2.63	2.86	1.44	2.89	2.1	1.71	1	1	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.19	3.75	2.43	2	3.56	3.4	2.86	2.33	2.5	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.26	3.75	3.14	2.67	3.78	2.9	3.29	1.67	3	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.19	4	3.29	2.44	3.56	2.8	2.57	1.67	2	5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.45	1.38	2.86	1.33	1.33	1.7	3.57	0	0	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.77	1.75	4	1.89	1.89	1.6	1.86	0.33	0	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.42	2.75	2.86	2.11	2.44	2.3	2.71	0.33	1	2	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.01	2.5	2.86	3	3.44	3	4.14	2	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.28	2.88	3.43	2.33	2	1.9	2.71	1.67	1	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.83	4.25	2	3.33	4.11	3.6	3.14	2.67	4	5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.6	2.5	3	2.67	2.67	2.5	2.71	1.33	1	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.01	4.5	1.29	2.89	4.33	4.3	2.86	3	4	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.92	2	4	1.67	2.33	1.7	2.57	1.33	0	5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.03	3.13	2.29	1.67	3.67	3.6	2.57	2	3	5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.99	3.25	3.29	2.67	3.22	2.8	4.14	1	2	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.18	3.25	1.86	3.78	3.22	2.5	3.43	2.33	2.5	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.07	3.88	3.14	2.11	3.22	3.1	2.43	2	2.5	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.48	4.63	2.43	4	4.89	4.4	4	4	4	5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.9	2.13	3.43	2	1.78	1.7	2.14	0.67	0.5	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.58	3.38	3.57	2.67	2.33	2	2.86	2	3	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.51	2.88	3	2	2.44	2.8	1.86	1	0.5	2	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.78	3.5	1.71	3.67	3.89	4	2.71	2.33	3	5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.22	2.75	2.57	1.67	2.33	2	4.71	0.67	1.5	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.99	3.13	2.57	2.67	3	3.1	3	1.33	2	5	4.33	4	1	4	4.75	4.75	5
2.94	4.25	2.14	3.11	4.44	3.9	3.71	2.67	3	4	4.33	3.25	2	4.5	5	4	4.25
1.13	2.5	2.86	1.44	2.11	2.6	3.43	2	1	4	4.67	4.25	2	1.5	3.75	3.25	4.5
2.24	3.25	3.29	2.56	3.44	3.8	3.57	2	1	4	4.5	3.5	1.17	4	4.5	3.5	4.75
1.69	3.13	2.14	2.22	3	2.5	3.14	1.67	3	5	4.67	3.75	1.83	3.5	3	2.25	4
2.14	3.63	3.43	2.78	3.33	2.8	2.86	2	2	4	2.33	2.5	1	2	4.25	3.5	3.75
2.6	4.25	3.57	2.78	3.78	3.5	2.71	2.33	2.5	4	3.33	4.25	1	4.5	4.5	4	4.25
1.85	3.63	2.86	2.44	2.89	2.3	2.57	1.33	2	4	3.67	3.5	1.17	2.5	3.75	3.5	3
2.44	4	1.71	2.11	3.78	3.8	2.86	1.67	3	4	4	3.75	1	5	5	4.75	4.5
2.24	4	3.29	2.56	3.56	2.9	2.71	2	3	4	3.67	3.5	1	3.25	4	3.25	3.75
2.06	3	1	1.67	4	3.5	3.14	1.67	3	5	3.83	4.5	1	3.75	4	3.5	3.75
2.38	3.25	2.43	2.56	3.89	3.7	3.29	2.67	3.5	4	4	4	1.5	4	3.75	4	3.75
3.08	3.63	1.71	3.56	4.44	4.7	4.71	3	3	5	4.5	3.75	1	3.5	5	4.5	4.75
3.45	4.5	1.71	3.67	4.67	4.9	4.86	3.33	4	4	4	3.25	1	3	4.5	4.5	4
2.24	3.38	3.71	2.78	3.56	3.2	3.43	2.67	2	5	4.33	3.25	1.67	1	3.75	3.25	3.25
2.13	3.63	1.43	2.33	3	3.5	3.14	1.67	3.5	5	4.17	4	1	2	5	4.25	4.5
2.59	4.38	2.57	2.89	3.56	3.5	3	1.67	2	5	4.17	1.75	1	2	5	3.25	4.75
1.9	3.25	1.29	2.11	3.11	3.1	2.86	2	4	4	4	3.25	1.33	3	5	3	5
2.04	3.38	2.86	2.89	2.11	3.7	2.86	0	1	1	3.67	3.75	1.33	3.75	4.5	5	4.25
3.26	4.38	1.43	3.56	4.67	4.4	2.86	3	4	4	2.83	2	1.17	1.5	3.75	4.25	2.75
2.22	3.5	1.71	2.56	3.33	3.4	2.71	1.67	3	4	4.5	4	1.5	2	4.25	3.25	4
2.36	3	1	3.33	3.56	3.6	2.43	3	4	4	3.83	3.75	2.17	2.25	4.25	2.25	3.75
2.42	3.38	1.29	2.56	3.89	3.8	2.71	2.33	4	4	3.83	3.25	1.5	2	4	3.5	4.25
2.33	4.63	2.14	2.11	3.44	3.1	4.57	1.33	4	5	4.5	#NUL!	1	3.5	4.75	4	4.5
